,Confidence,Group,Group1,Domain,Phylum,Class,Order,Genus,Species
Otu14151,0.873119629,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5508,0.999627137,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu1064,0.999906999,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu1854,0.700832845,Eukaryota,Opisthokonta,Fungi,,,,,
Otu856,0.973895386,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5455,0.773698285,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3964,0.998831907,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Syncephalis,Syncephalis_depressa
Otu10866,0.961751958,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu981,0.994773187,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Harpellales,Spiromyces,Spiromyces_minutus
Otu6549,0.999908306,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3487,0.987055361,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14461,0.738500213,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu12742,0.749152265,Eukaryota,Opisthokonta,Fungi,,,,,
Otu10827,0.720301616,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Cryptococcus,Cryptococcus_carnescens
Otu5548,0.71992217,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu14503,0.833427302,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu2066,0.704828889,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu6969,0.906065379,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu5637,0.884758232,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mortierella,
Otu11132,0.96159124,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9116,0.856688866,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5400,0.99985184,Eukaryota,Opisthokonta,Fungi,,,,,
Otu560,0.86655467,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu4238,0.993145664,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu4294,0.983210927,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu774,0.968775811,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3375,0.999966133,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu2074,0.889116632,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Acremonium,Acremonium_pinkertoniae
Otu4711,0.966014547,Eukaryota,Opisthokonta,Fungi,,,,,
Otu881,0.950742916,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu1469,0.999758326,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Meira,
Otu2752,0.999994314,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,,
Otu2428,0.928456645,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14721,0.999997912,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu4287,0.746572002,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu1763,0.918424257,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu3191,0.813027402,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Haptocillium,
Otu3646,0.790806987,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Atractiellomycetes,,
Otu12281,0.846960259,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,,
Otu2663,0.774994034,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1392,0.999270649,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Cochlonema,Cochlonema_euryblastum
Otu2105,0.952027672,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3103,0.967081974,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3338,0.932491102,Eukaryota,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,Blastocladiomycota_XX,Blastocladiomycota_XX_sp.
Otu5700,0.849848986,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu8337,0.807698968,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu668,0.999838755,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,,
Otu352,0.917343214,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4897,0.999809696,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6040,0.993628621,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4944,0.893848179,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,,
Otu11414,0.939864944,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12265,0.856295701,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu4615,0.986467603,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14116,0.746522011,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12008,0.977628161,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9453,0.971394423,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu5550,0.998650444,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,,
Otu9368,0.811336917,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2724,0.778836739,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Rhinocladiella,Rhinocladiella_sp.
Otu11240,0.952350514,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Acaulopage,Acaulopage_tetraceros
Otu8964,0.999896669,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu6298,0.989773779,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu4624,0.802155399,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu9416,0.959911251,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8196,0.999846073,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14588,0.999978729,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu7938,0.715535283,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7749,0.954750348,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4137,0.882564164,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13062,0.995443354,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9240,0.938616274,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3919,0.974230643,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2764,0.806580362,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5876,0.831275558,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2064,0.872146779,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu2192,0.893418885,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1575,0.996959001,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2611,0.990156845,Eukaryota,Opisthokonta,Fungi,,,,,
Otu454,0.994951474,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4877,0.78188916,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3292,0.887786591,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu532,0.920573034,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1649,0.999647442,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu1270,0.794694825,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu9922,0.777771976,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1912,0.999849057,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu2413,0.80874819,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3913,0.923310813,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mucoromycotina_XX,Mucoromycotina_XX_sp.
Otu15405,0.994784955,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu556,0.749474455,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricus,Agaricus_bisporus
Otu1651,0.847087438,Eukaryota,Opisthokonta,Fungi,Ascomycota,Ascomycota_X,Ascomycota_XX,Archaeorhizomyces,
Otu2319,0.923922517,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4923,0.724115092,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,,,
Otu8316,0.92908897,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,,
Otu6579,0.896330907,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6992,0.819497901,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4492,0.972054196,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.
Otu5505,0.804726076,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu4476,0.85979668,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11261,0.751250285,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Campanella_fungus,
Otu8903,0.999984285,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu9857,0.895553214,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7643,0.999428338,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mortierella,
Otu12958,0.992389494,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Platygloea,Platygloea_sp.
Otu1401,0.989408616,Eukaryota,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,,
Otu10742,0.954912503,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7158,0.95537767,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Muyocopron,Muyocopron_sp.
Otu6870,0.707526802,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11552,0.868605227,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2954,0.999977664,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Thamnocephalis,Thamnocephalis_sphaerospora
Otu2175,0.874099296,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu4429,0.862543976,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3575,0.996225086,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu2786,0.847835959,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu3240,0.99994683,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Zoophagus,Zoophagus_insidians
Otu5596,0.956958536,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu6843,0.999688189,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1826,0.846352438,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7206,0.964416177,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu4855,0.999818579,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu7507,0.889799076,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6545,0.996430181,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4798,0.755721124,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu4701,0.88937973,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3722,0.9973227,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu7894,0.970831465,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu9685,0.828789661,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3465,0.999972854,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,
Otu810,0.912916,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu2720,0.961995765,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14104,0.857715991,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5079,0.705576738,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7045,0.999965804,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4117,0.755106024,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Derxomyces,
Otu2243,0.96348963,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5662,0.968010495,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu5918,0.963627958,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu4258,0.999999999,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,,
Otu515,0.730425764,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu5100,0.723635454,Eukaryota,Opisthokonta,Fungi,,,,,
Otu887,0.92126807,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7204,0.796276603,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Archaeosporomycetes,Archaeospora,Archaeospora_trappei
Otu13573,0.952491405,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3861,0.994142578,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6210,0.705021917,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4131,0.973191398,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5997,0.753346876,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu9142,0.997082057,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu3706,0.941044961,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Entorrhizomycetes,Entorrhizales,Entorrhiza,Entorrhiza_fineranae
Otu5378,0.707209719,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8191,0.736265911,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3911,0.994040454,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu5301,0.894670948,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7484,0.787306025,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5733,0.856833555,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Microbotryomycetes_X,Microbotryomycetes_X_sp.
Otu3109,0.732425706,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5055,0.761679674,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu8225,0.813662128,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mortierella,
Otu957,0.995657047,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Mycogloea,Mycogloea_macrospora
Otu6106,0.9999633,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu5574,0.787661643,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3832,0.849397046,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13904,0.797146357,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6439,0.969844286,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycotina_X,Acaulospora,
Otu6011,0.958158008,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu6792,0.96870446,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2412,0.947297423,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu13464,0.71169252,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mortierella,Mortierella_alpina
Otu946,0.998739218,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4773,0.791663259,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu4852,0.974147901,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu1948,0.995187869,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7296,0.999964865,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,,
Otu396,0.99995066,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Guehomyces,Guehomyces_pullulans
Otu7743,0.999808304,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu5491,0.999999989,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,
Otu7493,0.780074563,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytriomyces,Chytriomyces_sp.
Otu3783,0.713757137,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,,
Otu4616,0.978941974,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Kickxellales,Martensiomyces,Martensiomyces_pterosporus
Otu5020,0.834138004,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12269,0.853481168,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Microascus,
Otu6316,0.986983751,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4195,0.94558176,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytriomyces,Chytriomyces_annulatus
Otu5516,0.998062558,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.
Otu5233,0.9827893,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu4700,1,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,
Otu4332,0.986256435,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu2984,0.863313024,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.
Otu12275,0.830746117,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu4004,0.752237698,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4567,0.999903624,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu4787,0.961853401,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu5911,0.940092948,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu5316,1,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,
Otu6192,0.739383111,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2896,0.998761958,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4274,0.99215385,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu10051,0.914893932,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu4016,0.999858887,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu3789,0.722546014,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu6639,0.775796918,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Acaulopage,Acaulopage_tetraceros
Otu2185,0.999874746,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Kickxellales,Coemansia,Coemansia_reversa
Otu1794,0.980838664,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Kappamyces,Kappamyces_sp.
Otu8432,0.73766469,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu2937,0.728416342,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridium,Chytridium_polysiphoniae
Otu11116,0.826386026,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1421,0.965180377,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu11340,0.845461065,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6572,0.762505919,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9955,0.887330282,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3548,0.973824211,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3076,0.708763303,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,,
Otu266,0.995185669,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Funneliformis,Funneliformis_mosseae
Otu5084,0.806598835,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3597,0.830939762,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,,,
Otu2856,0.827463603,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13698,0.997990171,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu4709,0.929708877,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Lamprospora,Lamprospora_ascoboloides
Otu1412,0.710322406,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Rhodotorula,Rhodotorula_mucilaginosa
Otu5295,0.798271303,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu5601,0.999999988,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu7096,0.817806136,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12052,0.850013336,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6601,0.828412549,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhyzophidiales_X,Rhyzophidiales_X_sp.
Otu11459,0.996008678,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu2082,0.918222851,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5506,0.988232242,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3318,0.999999999,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Cochlonema,Cochlonema_euryblastum
Otu5677,0.994066435,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu7707,1,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,,
Otu2798,0.952844406,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu1282,0.997826014,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu6105,0.907991662,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9399,0.979767786,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Syncephalis,Syncephalis_depressa
Otu8805,0.822250111,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7959,0.921573397,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1846,0.99950349,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhizophydium,Rhizophydium_sp.
