,Confidence,Group,Group1,Domain,Phylum,Class,Order,Genus,Species
Otu9840,0.801115039,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3975,0.971242879,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1189,0.708619002,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3528,0.990063382,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Nowakowskiella,Nowakowskiella_sp.
Otu2048,0.999555906,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu8259,0.959682416,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu4010,0.960624872,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1646,0.996561527,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5012,0.999822693,Eukaryota,Opisthokonta,Fungi,,,,,
Otu10488,0.996348946,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu1026,0.999939811,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2152,0.985127361,Eukaryota,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,Blastocladiomycota_XX,Blastocladiomycota_XX_sp.
Otu3024,0.997567324,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu5157,0.864523808,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3554,0.850646559,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11194,0.970965102,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2465,0.959965871,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1620,0.995661772,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus_sp.
Otu3438,0.804861145,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Spizellomyces,
Otu275,0.986815583,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Kurtzmanomyces,Kurtzmanomyces_nectairei
Otu10983,0.880420297,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1051,0.998884702,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7359,0.858252389,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu1349,0.968943841,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1700,0.819160522,Eukaryota,Opisthokonta,Fungi,,,,,
Otu547,0.992309008,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus_sp.
Otu4981,0.889684858,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5405,0.954411788,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11625,0.926544544,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu468,0.999354325,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Hyphodontia,Hyphodontia_sp.
Otu15248,0.915795448,Eukaryota,Opisthokonta,Fungi,,,,,
Otu858,0.800081688,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Harpellales,Spiromyces,Spiromyces_minutus
Otu3978,0.873228454,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3085,0.998243419,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu403,0.792329324,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Phakopsora,Phakopsora_argentinensis
Otu11550,0.997730387,Eukaryota,Opisthokonta,Fungi,,,,,
Otu648,0.999995353,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Entorrhizomycetes,Entorrhizales,Entorrhiza,Entorrhiza_fineranae
Otu8244,0.964549911,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Rhodotorula,
Otu2195,0.734783424,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3473,0.755148495,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6555,0.999911765,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu76,0.995665903,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Cryptococcus,
Otu2943,0.999837208,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu7231,0.998623919,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2694,0.99999876,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu7952,0.98880272,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Acaulopage,Acaulopage_tetraceros
Otu524,0.999454674,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Piriformospora,Piriformospora_indica
Otu2917,0.700652856,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3351,0.967103551,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Thamnocephalis,Thamnocephalis_sphaerospora
Otu2966,0.920613892,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Bensingtonia,Bensingtonia_thailandica
Otu4835,0.999924677,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Harpellales,,
Otu2166,0.999157427,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu4430,0.992556385,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu656,0.933579223,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu1095,0.998958636,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu4690,0.977176374,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12952,0.774529082,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus_sp.
Otu7771,0.748543352,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu1485,0.99934008,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu2341,0.739709932,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9792,0.994526726,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7919,0.912199607,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Thamnocephalis,Thamnocephalis_sphaerospora
Otu11174,0.996474663,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu2262,0.855283753,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu1366,0.978051221,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu13343,0.999998033,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu5029,0.893549938,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4426,0.771492139,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Acaulopage,Acaulopage_tetraceros
Otu4650,0.956657396,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Acaulopage,Acaulopage_tetraceros
Otu7027,0.984955924,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5873,0.865074286,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Cochlonema,Cochlonema_euryblastum
Otu5471,0.998207205,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2367,0.822230716,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu12341,0.95380041,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus_indicum
Otu6480,0.95457613,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu4442,0.932341614,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4658,0.992806359,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4977,0.986718668,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu8603,0.969839027,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11145,0.724383581,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu7536,0.991429871,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6828,0.999651789,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2046,0.866345453,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu1012,0.999946644,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Rhizoctonia,Rhizoctonia_zeae
Otu1132,0.996989322,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.
Otu2848,0.924825357,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu13997,0.870667944,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mucoromycotina_XX,Mucoromycotina_XX_sp.
Otu1822,0.996643111,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8184,0.974172933,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu3686,0.999372626,Eukaryota,Opisthokonta,Fungi,,,,,
Otu147,0.999519979,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1670,0.814175901,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,,,
Otu2228,0.994465191,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu3884,0.999869222,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8660,0.812140396,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Spizellomycetales-and-Rhizophlyctidales,Spizellomycetales-and-Rhizophlyctidales_sp.
Otu2148,0.999997297,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Zoopagomycotina_XX,Zoopagomycotina_XX_sp.
Otu155,0.993966248,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu988,1,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytriomyces,Chytriomyces_annulatus
Otu4505,0.705240014,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycotina_X,Racocetra,
Otu8080,0.979247774,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mucoromycotina_XX,Mucoromycotina_XX_sp.
Otu5659,0.99970901,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8047,0.998986678,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu3186,0.999924759,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu9163,0.863220691,Eukaryota,Opisthokonta,Fungi,,,,,
Otu10172,0.95703989,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3150,0.728849148,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8830,0.999998801,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,,
Otu5440,0.908147214,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mortierella,
Otu10,0.717217156,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Marasmius,Marasmius_oreades
Otu2049,0.806634283,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3501,0.768042585,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Malassezia,Malassezia_restricta
Otu786,0.99734084,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu2631,0.753642851,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2585,0.999999999,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,,,
Otu3551,0.975517064,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycotina_X,Glomeromycota_XX,Glomeromycota_XX_sp.
Otu14443,0.721073352,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3072,0.769416303,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Lulwoana,Lulwoana_uniseptata
Otu6499,0.933006198,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,,
Otu2630,0.768008729,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3242,0.978582259,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9068,0.999857599,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu2373,0.915755378,Eukaryota,Opisthokonta,Fungi,,,,,
Otu82,0.99848325,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Kavinia,Kavinia_himantia
Otu5941,0.943112981,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,,
Otu1803,0.995617342,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu2914,0.821755662,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Capnodiales_sp.
Otu10881,0.991653328,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Pandora,Pandora_delphacis
Otu13077,0.983851545,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu8773,0.995208944,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Acaulopage,Acaulopage_tetraceros
Otu1131,0.934429813,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6070,0.954688592,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4508,0.997964064,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu2769,0.775098469,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Harpellales,Spiromyces,Spiromyces_aspiralis
Otu5903,0.862368553,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu12937,0.999988341,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu3854,0.769230592,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu7333,0.840750093,Eukaryota,Opisthokonta,Fungi,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinomycetes_X,Taphrinomycetes_X_sp.
Otu5534,0.787094761,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1515,0.998525535,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Laboulbeniomycetes,Pyxidiophora,Pyxidiophora_arvernensis
Otu4569,0.753758091,Eukaryota,Opisthokonta,Fungi,,,,,
Otu904,0.914841328,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu5784,0.944771395,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2285,0.956557029,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3335,0.999999772,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Mycogloea,Mycogloea_sp.
Otu9341,0.998741647,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8638,0.869145846,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11990,0.967711522,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mortierella,
Otu3865,0.924294259,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2680,0.993852203,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4005,0.960681431,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5078,1,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,,,
Otu3358,0.999944283,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2716,0.997428917,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytriomyces,Chytriomyces_annulatus
Otu12609,0.99999997,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Agaricostilbomycetes_X,Agaricostilbomycetes_X_sp.
Otu4573,0.863014034,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12858,0.904403256,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytriomyces,Chytriomyces_sp.
Otu3388,0.707730879,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4749,0.926017933,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4121,0.921811626,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5558,0.752513917,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu2497,0.999945443,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6497,0.984009418,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4595,0.786788574,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3527,0.888778711,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu6367,0.81229232,Eukaryota,Opisthokonta,Fungi,,,,,
Otu581,0.996839634,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Septoglomus,Septoglomus_constrictum
Otu15170,0.993816689,Eukaryota,Opisthokonta,Fungi,,,,,
Otu597,0.986615104,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5022,0.90488923,Eukaryota,Opisthokonta,Fungi,,,,,
Otu241,0.999995015,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Acremonium,
Otu7518,0.930165555,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6050,0.786176487,Eukaryota,Opisthokonta,Fungi,,,,,
Otu246,0.99537883,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus_sp.
Otu750,0.999679377,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,Conidiobolus_firmipilleus
Otu5228,0.999185567,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2548,0.969257978,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1307,0.998613385,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,,
Otu888,0.999784231,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Bensingtonia,
Otu1910,0.982378475,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12730,0.81075449,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2445,0.914978272,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu15402,0.956465403,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3472,0.749318769,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu5886,0.931603806,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8074,0.960966595,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3993,0.853937342,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3771,0.931053975,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu2727,0.975589348,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu714,0.922624995,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu3868,0.92035857,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,,
Otu5652,0.719129074,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2870,0.739215422,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu4347,0.881918444,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Bensingtonia,Bensingtonia_ciliata
Otu3683,0.890238169,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu1935,0.987997057,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus_sp.
Otu12930,0.921367304,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu9305,0.898857584,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Chalara,Chalara_siamense
Otu10925,0.741000351,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu5691,0.993749069,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3601,0.784318824,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3950,0.976262153,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2820,0.911440822,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1506,0.999561504,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu9648,0.99135627,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,,
Otu5617,0.952620907,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhizophydium,Rhizophydium_chlorogonii
Otu11065,0.722228754,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Cordyceps,
Otu4965,0.999994956,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu2112,0.999922276,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu64,0.999985919,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu2377,0.779802697,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7812,0.997858012,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Orbiliomycetes,,
Otu2550,0.987523831,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu4577,0.9092909,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu1829,0.999900148,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu11323,0.731125405,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu3638,0.894691385,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3718,0.974295969,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu6055,0.789979875,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu12438,0.999830366,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Melanospora,
Otu564,0.995593316,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu185,0.999997838,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu2311,0.996379744,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3339,0.734291408,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9391,0.967459614,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mucoromycotina_XX,Mucoromycotina_XX_sp.
Otu9177,0.999079025,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.
Otu171,0.810463363,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Metarhizium,Metarhizium_anisopliae
Otu9856,0.999775402,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu6394,0.999964335,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu2755,0.902233022,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu8269,0.810063087,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu6075,0.999784296,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.
Otu7435,0.883517677,Eukaryota,Opisthokonta,Fungi,,,,,
