,Kingdom,Phylum,Class,Order,Family,Genus,Species,Kingdom.Confidence,Phylum.Confidence,Class.Confidence,Order.Confidence,Family.Confidence,Genus.Confidence
90aae5c01a7b0c7a250c75ed4aa37b19,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.9,0.86,0.86,0.86,0.51,0.51
9f9bb0f0b6da388cc76ae204a3667ac6,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.95,0.95,0.95,0.95,0.63,0.63
06ff59858df2e6e839070c1b136b0492,Archaea,Thermoplasmatota,Thermoplasmata,NA,NA,NA,NA,1,0.97,0.84,0.72,0.72,0.72
49aefd14b965666db5ed782009cf10cb,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.94,0.92,0.92,0.92,0.89,0.89
3cd4d0cae884b582aea80b5881d1c59f,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.96,0.86,0.86,0.86,0.81,0.81
9b64f2ce25175a26e09a8d63a27502be,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA,NA,1,1,1,1,1,1
4086b5e1fd4e496643a9c791184923ba,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,NA,NA,NA,1,1,1,0.94,0.94,0.94
e6ef61027125082bbe14fc084edefc47,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.93,0.87,0.87,0.87,0.36,0.36
0c86d29729fbe05c22f6aada5eb00ac7,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.95,0.72,0.72,0.72,0.64,0.64
7866a5bdd1211e8db950f1cb0f08ae18,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.93,0.83,0.83,0.83,0.64,0.64
8f22e52d46a3d56a7f6c33a49b724e27,Archaea,NA,NA,NA,NA,NA,NA,0.93,0.45,0.45,0.45,0.4,0.4
f228a04e72917b3c6320ab8aa855410a,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.77,0.77
61a8c8e1c19eaedc2dc230780a1399c6,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.91,0.88,0.88,0.88,0.64,0.64
bfb5e7f20bc611435c3970554ac8c0b3,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.94,0.94
0d666890ac3c369f084f0c7ce3ce5b7a,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.99,0.99,0.99,0.71,0.71
a00c3a3d5f45fe8b7c36d5de71f13002,Archaea,NA,NA,NA,NA,NA,NA,0.99,0.38,0.35,0.35,0.18,0.18
e08662243deae06492a9d12c2a7f2b6e,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.99,0.91,0.91,0.91,0.86,0.86
4bb587f6a8687f5ce703814b55b4173b,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.99,0.82,0.82,0.82,0.53,0.53
8bd6edbbe3855bd8625376775841f50f,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.84,0.8,0.8,0.8,0.67,0.67
e8423b9744449993d40e3a5cfdeedfb8,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.95,0.77,0.77,0.77,0.76,0.76
4611b47e0853e04bc15a302ff33967c7,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.93,0.78,0.78,0.78,0.65,0.65
cbea7333ac548718c4fe46c79a6f8eab,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,CG1-02-32-21,NA,NA,0.96,0.83,0.83,0.83,0.83,0.83
e545ab90453c11f10bb12aa581586184,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,0.99,0.99,0.99,0.98,0.98
0be048e913d7abc05b956548ac73b6fd,Archaea,Crenarchaeota,Methanomethylicia,Methanomethyliales,Methanomethyliaceae,Candidatus_Methanomethylicus,NA,1,1,1,1,1,1
ef954da55a7465343c341ae37b55450e,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.88,0.88
f14e2fc978ea92398df61dd9f9f0e9ce,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.98,0.98,0.98,0.98,0.96,0.96
018ac3581fa5b536dd124806debce23e,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.98,0.81,0.81,0.81,0.75,0.75
35582875d58e461acc06645bd743e3bc,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.98,0.98,0.98,0.98,0.81,0.81
603393e69f5449ebcb39a1dce53f939f,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.98,0.96,0.96,0.96,0.7,0.7
592b7a7d265253df136bc511298f06d7,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.96,0.83,0.83,0.83,0.77,0.77
2d2baa099ed17940be8a18dea95ac6c4,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,1,1,1,0.75,0.75
1819f67590b27809d1ae2feb619ed41e,Archaea,Thermoplasmatota,NA,NA,NA,NA,NA,0.99,0.85,0.48,0.36,0.36,0.36
9b429b609b9a24b49e816f53c785e120,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanosaeta,NA,1,1,1,1,1,1
3b01720a00eafe5d85f1bdf0875cda15,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.72,0.69,0.69,0.69,0.43,0.43
a8457207b508080b7756995fd67dda82,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,CG1-02-57-44,NA,NA,0.99,0.92,0.92,0.92,0.7,0.7
7643382fca3c217c368232a79ca479c3,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.95,0.95,0.95,0.95,0.95,0.95
99ed7c185c959f0de276a8f1d8cbc89a,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,NA,1,1,1,1,1,0.92
032b0e33110e7c5b1c8fade993930f44,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.98,0.94,0.94,0.94,0.94,0.94
ea474286107f30b1247fad2e586ef6cb,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.77,0.62,0.62,0.61,0.36,0.35
95c61cfe88ebcf5d3e3f071f8d4ab403,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.99,0.99
51a50ab0f00d3b5565fc67cb90ad7b6d,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.93,0.88,0.88,0.88,0.86,0.86
5d6b8c2b55c1f52fa147d34b5f909bea,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,1,1,1,1,1
a6e92caa49c34abf2771191484f7d703,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.95,0.89,0.89,0.89,0.64,0.64
3f73d10b1e008f7c27656aca1044dab7,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanosarcina,NA,1,1,1,1,1,1
4905ee2730050afda5daf9bd72d421a8,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.97,0.97,0.97,0.97,0.74,0.74
bd8d38c460573d6057e38f379d13f45e,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.94,0.94
b32a25aa9063969e3ce58969d141adeb,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,1,1,1,1,1
50163ec9c9bcb9fed44fb6b5ba3644b6,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.95,0.82,0.82,0.82,0.57,0.57
c62c9eaca5dcfeb544f8411d6d2777f6,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.97,0.97,0.97,0.86,0.86
315539a28182d73a23b4678c3d6e7a87,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.99,0.97,0.97,0.97,0.9,0.9
3316b3c534dc80110f575d2e4ee27375,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.73,0.73
a552ac4c9df8877d6b461d608ce170a0,Archaea,Euryarchaeota,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Candidatus_Methanofastidiosum,NA,1,1,1,1,1,1
cd7c2150055303fad265729905a773ea,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,NA,1,1,1,1,1,1
e7e2e012fe7d1afe799f49fec80a9cf0,Archaea,Crenarchaeota,Nitrososphaeria,SCGC_AB-179-E04,NA,NA,NA,1,1,1,0.67,0.67,0.67
c75ca7ee5879ba60a68a5ec5af609473,Archaea,Crenarchaeota,Nitrososphaeria,Group_1.1c,NA,NA,NA,1,1,1,0.74,0.74,0.74
4bb79ce19252bbce2e870e5bdb0e8f85,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA,NA,1,1,1,1,1,1
572a60f1b1d4bf57d9edf1994888aecc,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.88,0.85,0.85,0.85,0.79,0.79
c51e92e79f56705ee9fed846e364ed72,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.99,0.93,0.93,0.93,0.74,0.74
5e107ef7f46ec138120c53dde7393354,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.97,0.97,0.97,0.91,0.91
bd4c127c9187a20c04c8bbe2515b24ed,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,NA,NA,1,1,1,1,0.54,0.54
533a5e246f41ac9f6573ab547dd4dfc2,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.96,0.96,0.96,0.89,0.89
42337725f0347600f2d1aa5aa1d5c4a6,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.99,0.93,0.93,0.93,0.83,0.83
b357aed1f81230375a12b982d6084de3,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.96,0.91,0.91,0.91,0.33,0.33
6db630dbc7231b0518a10d8574c39b4a,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.88,0.85,0.85,0.84,0.81,0.81
530260528694adb8c23c70e974cdf85b,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.99,0.99
120e256369ac8a244a06f4d21e18a2fa,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.99,0.98,0.98,0.98,0.77,0.77
81d08ab4abcc0f3b5aa7b843b9eecb26,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.98,0.97,0.97,0.97,0.93,0.93
d5f4c97be27c423149614e7f52108317,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.99,0.92,0.92,0.92,0.87,0.87
961bcd9241c3287c71daebc2ef88f5ab,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.97,0.85,0.85,0.85,0.76,0.76
e4a1173b2fe42075b9959f1e6e7ffbe6,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.87,0.87,0.87,0.74,0.74
1074730dbecb3fe605f70b9214ff2c1a,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.99,0.99,0.99,0.9,0.9
74aeb0b35da6ec50b4dd21881776a7cd,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.89,0.76,0.76,0.76,0.69,0.69
1ce21f77899c421b060737365f3fe5b2,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.97,0.97,0.97,0.96,0.83,0.83
25130e99fe4155503967f561ee32f7ec,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,NA,NA,1,1,1,1,1,1
97a6daafe86616bf2f047dfdf8c58c47,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.97,0.94,0.94,0.94,0.7,0.7
cc001229fe13893eac1b6f805299766f,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.94,0.62,0.62,0.58,0.45,0.45
fce756575299f4331cba4d025dbf754e,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.94,0.74,0.74,0.73,0.63,0.63
a4a752b38ff1e79ab4f42e37aef2fa7e,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA,1,1,1,0.98,0.98,0.82
9c2766cb5b84c8be9f28119d3c76a189,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.98,0.98
6a232a323f2aecee081e346270ea649b,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.91,0.91
96e42bb1bf8edbd69659fe35a8b193cc,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.98,0.96,0.96,0.96,0.76,0.76
800740108424f52d3cec433fc4e648c6,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.93,0.82,0.82,0.82,0.7,0.7
69ea93d9caa2749376d1ad0422668d80,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.98,0.92,0.92,0.92,0.57,0.57
5d5bf1a946648fcfb1b4e34ba724d2ba,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.84,0.84
8ae70abc6f64a7d56c994811a28531ad,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus_Nitrosotalea,NA,1,1,0.99,0.75,0.75,0.68
9a2bcaa94d377e33d35347dfd23fe800,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,0.99,0.99,0.99,0.73,0.73
8b50ad2f46ba854fa39c1d7374850c19,Archaea,Thermoplasmatota,Thermoplasmata,NA,NA,NA,NA,1,1,1,1,1,1
e1db198bed3fe4451bbab0d4b5ed18a5,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.95,0.95,0.95,0.86,0.86
b27215c7386cead6b49c9f7af4d1ec0a,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.84,0.84
d2d528db4b32e46bed5fda40b6a6da6f,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,NA,1,1,1,1,1,1
981fd366187d96ed44d0a77cea34898f,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.96,0.95,0.95,0.95,0.71,0.71
c8f770e6fe7c20fa819ac27e0505b44d,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.94,0.77,0.77,0.74,0.57,0.57
7039b5fb8d811c3b806d50f57e92f7f5,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.96,0.91,0.91,0.9,0.64,0.64
b26ef0c6aef644bded5cd843e549a9f4,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera,NA,1,1,1,1,1,1
3db8c8e8be1704ccfba1c43238595485,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.91,0.9,0.9,0.9,0.86,0.86
cc64b7cfb3ef95c8f82681a30a2452e0,Archaea,NA,NA,NA,NA,NA,NA,0.91,0.42,0.42,0.42,0.32,0.32
ad7492e975c4bbb0feeb96c14ed8d3e2,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.95,0.71,0.71,0.71,0.57,0.57
427b5ed2436cf6490906543b01c4deeb,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.94,0.91,0.91,0.91,0.77,0.77
fdaaaf643da981b1a162e1b75e8d63f9,Archaea,Thermoplasmatota,NA,NA,NA,NA,NA,0.97,0.8,0.19,0.19,0.19,0.19
838b36d78236ee67e63b0e8a1cfe5097,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.97,0.97,0.97,0.97,0.85,0.85
f8ef0faa95cdec62c249528d9ea49bd8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus_Nitrosotalea,NA,1,1,1,1,1,0.92
e668bdd038fd7802ffe0071a1b29c0b5,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011,AR15,NA,1,0.99,0.99,0.99,0.92,0.92
f3025447a4011cd5c9d79e9f3f0f6a0a,Archaea,Thermoplasmatota,NA,NA,NA,NA,NA,0.95,0.66,0.12,0.12,0.12,0.12
b59b27b5595b8b2a5ee0ae010bc62ba1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.94,0.94
1e9d0f50fb41e70d7fb9053091c00449,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.96,0.96,0.96,0.96,0.61,0.61
c9a83c1b2ab244eb56d4180ff39b911e,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.94,0.92,0.92,0.92,0.78,0.78
71fcca5e2fd5f63bee33d02567c97b4a,Archaea,NA,NA,NA,NA,NA,NA,0.85,0.47,0.32,0.13,0.13,0.13
339b1b08d6c0a974c54dc5ae0ed72d93,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus_Nitrosotalea,NA,1,1,1,0.94,0.94,0.56
59ca7cf71eee49b1d5ed2b049fd0f896,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,0.99,0.99,0.99,0.95,0.95
4b102e6f50741a1ea9e3294b77a0009c,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.9,0.87,0.87,0.87,0.66,0.66
391b7652a814b8c1fae4f269ad031aaf,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.95,0.82,0.82,0.81,0.49,0.49
81570a597e595c18da350cc0aa29a7ea,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.96,0.96
65c949701788dc63ba41bc5019abda9b,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.98,0.97,0.97,0.97,0.92,0.92
36323b03d8b6aec986eeaa5271a76783,Archaea,Thermoplasmatota,Thermoplasmata,NA,NA,NA,NA,0.97,0.82,0.7,0.35,0.34,0.34
b28102aa25eef09ff854cfa0ff01d636,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,NA,NA,NA,1,1,0.85,0.61,0.61,0.61
fdb5289515816b46f8304c01444ba771,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.81,0.81
e79b9c1f1fb71b4e6cba36f85789286b,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.97,0.95,0.95,0.95,0.68,0.68
5e4440c2ba19bea7acf56aa780f75267,Archaea,Thermoplasmatota,Thermoplasmatota_cl,Thermoplasmatota_or,Thermoplasmatota_fa,NA,NA,1,0.93,0.58,0.58,0.58,0.58
3cb754df62449af0e07ec82f197297bb,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.82,0.82,0.82,0.77,0.77
284eaa689f0a7c15e43ad8e9bc057b4b,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.93,0.93
f489b0f88346ad63649aa6a80483896f,Archaea,Thermoplasmatota,Thermoplasmata,NA,NA,NA,NA,0.99,0.88,0.75,0.27,0.27,0.27
96e0bec5685cb29543a0da1cb46f39ee,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,NA,1,1,1,1,1,0.99
14bff719615414da756ac415d0796ad1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.99,0.99
8377b1ee8f81cffc12530252c689fb0f,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.91,0.65,0.65,0.65,0.59,0.59
c8f99b4358eb923041eae39651d788bf,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,NA,1,1,1,1,1,0.98
7b112e72ac668d4fecfb0d29e120dcfe,Archaea,Crenarchaeota,Nitrososphaeria,NA,NA,NA,NA,0.52,0.52,0.51,0.39,0.39,0.28
1e9c9e4d0b6ab2395221da7476f1f43f,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.92,0.92
41ab36d7ed57e0d88534f44551db2d7b,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA286-E23,NA,NA,1,1,1,1,0.97,0.97
59b0b3ce25d2da7cd45039854ea84355,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.96,0.95,0.95,0.95,0.78,0.78
0ccc34551cc7285b7339df1d38bdea0c,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,NA,NA,NA,1,1,0.97,0.97,0.97,0.97
155ce2f6a6fc50f82cf6503037e0abc5,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.92,0.8,0.8,0.79,0.47,0.47
ab31c8283d7ec10fe1d0bd45b530ef9a,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,NA,NA,0.95,0.95,0.95,0.95,0.7,0.7
0a7b53db3c8f3e3ae3d36cddf85a265e,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA,0.99,0.99,0.99,0.98,0.98,0.49
ac7551653dff8947074bdaef0a9b29f8,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,0.99,0.99,0.99,0.85,0.85
e0e3ed0df7f8377a85e449ee94e4cfcf,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.96,0.93,0.93,0.93,0.83,0.83
10bb938cc79fcbb77c53d702b3c8fa00,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.94,0.94
f62af2e1042fae3a1eaead60a0a46623,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.96,0.88,0.88,0.88,0.78,0.78
1e534994961ecb41ef15c46bfd97d0a7,Archaea,Crenarchaeota,NA,NA,NA,NA,NA,0.98,0.52,0.26,0.16,0.14,0.1
5c1e5b33beec877be21515d8687bf547,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.97,0.93,0.93,0.93,0.71,0.71
ad81fab0907676a900649a83c7474bfd,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.99,0.99
1854146b457e86bb4db9e5416595faaa,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.91,0.91
074bad5871f75932f3059549cc2a1e06,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.97,0.97,0.97,0.76,0.76
12ba5f8847df51fecab4876170fcb325,Archaea,Thermoplasmatota,Thermoplasmata,NA,NA,NA,NA,0.99,0.91,0.81,0.65,0.65,0.65
292bfe43d0e0fff82de94066e7872e6c,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.96,0.84,0.84,0.84,0.44,0.44
4580af863ad94fee2091b4b71c49fa50,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.98,0.96,0.96,0.96,0.9,0.9
cb6622e67274be2cf0f65a6b19d4a602,Archaea,Thermoplasmatota,NA,NA,NA,NA,NA,0.98,0.82,0.43,0.43,0.43,0.43
4a601fd409e6386f7e812a9ea227799b,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.96,0.96,0.96,0.89,0.89
d0abc5d1b920548e7477421394a0848a,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.91,0.87,0.87,0.87,0.75,0.75
78e64a06747c7080e1e8b76c7227ccd3,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.85,0.57,0.57,0.57,0.47,0.47
fd6006213a881b3498164c4e7768606a,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocalculus,NA,1,1,1,1,1,1
3377d0f4359ac6490dfa7887106b88ce,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,Candidatus_Methanoplasma,NA,1,1,1,0.99,0.97,0.53
15471d06d04e3e292c98cbc1e2018615,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.69,0.69
